# evaluation,mean,std
2.000000000000000000e+00 3.147307614231110406e+01 3.633321920720472775e+00
1.000000000000000000e+01 2.375457850583394048e+01 6.133315975286286914e+00
2.000000000000000000e+01 1.884625965023040450e+01 7.528779397061201806e+00
3.000000000000000000e+01 1.606307768948872905e+01 8.121500507385592371e+00
4.000000000000000000e+01 1.293281137593587360e+01 7.668523854024204667e+00
5.000000000000000000e+01 9.924921680768331811e+00 6.423277406200413431e+00
6.000000000000000000e+01 7.865839728037516743e+00 6.343414540108807564e+00
7.000000000000000000e+01 6.248865550359090193e+00 5.800000670931122038e+00
8.000000000000000000e+01 5.337839421272277285e+00 4.990948731375841163e+00
9.000000000000000000e+01 4.506047561645506683e+00 3.850494374976232148e+00
1.000000000000000000e+02 3.919963466644286409e+00 3.360405275459625862e+00
