# evaluation,mean,std
2.000000000000000000e+00 8.809487170359563413e-01 1.604363273562976477e-01
1.000000000000000000e+01 6.500126701440499533e-01 2.258052085586963464e-01
2.000000000000000000e+01 4.026425304414279482e-01 2.582887376309565552e-01
3.000000000000000000e+01 2.556175668672610035e-01 2.309188306215871067e-01
4.000000000000000000e+01 1.605563995963651958e-01 1.713873293780831530e-01
5.000000000000000000e+01 1.328627300725472304e-01 1.663963672910754310e-01
6.000000000000000000e+01 1.012361528016986478e-01 1.002280901161687748e-01
7.000000000000000000e+01 8.884014450743733804e-02 8.956588050448674454e-02
8.000000000000000000e+01 7.651511960751965213e-02 8.195430141741355534e-02
9.000000000000000000e+01 7.305995426216177480e-02 7.865429425745254499e-02
1.000000000000000000e+02 6.586360291081026774e-02 7.037545443618703489e-02
