X1,X2,X3,X4,Y1,Y2,Y3,Y4,WD,WS,AEP
2.638671667664051056e+05,2.637271174936294556e+05,2.637070612965822220e+05,2.640623215584754944e+05,6.506614000000000000e+06,6.506535546536684036e+06,6.504922420136570930e+06,6.505632654480576515e+06,1.200000008940696716e+02,6.000000059604644775e+00,3.543267861764879623e+00
2.638184630333185196e+05,2.638396146862506866e+05,2.638653243212699890e+05,2.638973329691886902e+05,6.504872596202731133e+06,6.504714000000000000e+06,6.506614000000000000e+06,6.505617918826580048e+06,1.200000008940696716e+02,6.000000059604644775e+00,4.205263324455875917e+00
2.637375396131277084e+05,2.638181066392660141e+05,2.635543288348913193e+05,2.639664374022483826e+05,6.506473692293405533e+06,6.505541262848615646e+06,6.505320331661343575e+06,6.505780778790950775e+06,1.200000008940696716e+02,6.000000059604644775e+00,3.205506131678698800e+00
2.639280722110271454e+05,2.636884169160127640e+05,2.637547767071723938e+05,2.635331146686077118e+05,6.505669335718393326e+06,6.505223220001101494e+06,6.505888322253465652e+06,6.505646289129495621e+06,1.200000008940696716e+02,6.000000059604644775e+00,2.911684779931551503e+00
2.638309363155364990e+05,2.640067389218807220e+05,2.632863854556083679e+05,2.647727910070419312e+05,6.504738281859304756e+06,6.505083949144124985e+06,6.505737378783464432e+06,6.505459697987079620e+06,1.200000008940696716e+02,6.000000059604644775e+00,3.668922443879537365e+00
2.637910589127540588e+05,2.630201461738646030e+05,2.630881245597004890e+05,2.642771635262966156e+05,6.506173969425201416e+06,6.504730782870702446e+06,6.505477446852564812e+06,6.504921131676375866e+06,1.200000008940696716e+02,6.000000059604644775e+00,1.773045894914396792e+00
2.638422114818096161e+05,2.639954762129783630e+05,2.638079915939569473e+05,2.640317964701652527e+05,6.504870306481361389e+06,6.504714000000000000e+06,6.504714000000000000e+06,6.505754883314609528e+06,1.200000008940696716e+02,6.000000059604644775e+00,4.579637207451125569e+00
2.638402768521308899e+05,2.639750868945121765e+05,2.637956376193761826e+05,2.640370207517147064e+05,6.504867648262470961e+06,6.504714000000000000e+06,6.504714000000000000e+06,6.505607655198812485e+06,1.200000008940696716e+02,6.000000059604644775e+00,4.764544147050822076e+00
2.638375652222633362e+05,2.640064186542034149e+05,2.637521802513599396e+05,2.639804717628955841e+05,6.504849315556824207e+06,6.504714000000000000e+06,6.504714000000000000e+06,6.505310471765637398e+06,1.200000008940696716e+02,6.000000059604644775e+00,4.119986696708618723e+00
2.638158856033086777e+05,2.642078821985721588e+05,2.637245411394834518e+05,2.634636785297393799e+05,6.505810680670976639e+06,6.505606476561665535e+06,6.504974847321152687e+06,6.506529513771772385e+06,1.200000008940696716e+02,6.000000059604644775e+00,2.041509667696212560e+00
2.638657308845520020e+05,2.639833017377853394e+05,2.638233017026185989e+05,2.643338221399784088e+05,6.504869017893761396e+06,6.504714000000000000e+06,6.504714000000000000e+06,6.505683245392084122e+06,1.200000008940696716e+02,6.000000059604644775e+00,3.947338738499563515e+00
2.637959754972457886e+05,2.635836022405624390e+05,2.643500927119255066e+05,2.635057021110057831e+05,6.506589006097555161e+06,6.505910637594699860e+06,6.506499902488231659e+06,6.505324781717300415e+06,1.200000008940696716e+02,6.000000059604644775e+00,2.648903827662058230e+00
2.638891047625541687e+05,2.641254021732807159e+05,2.646026585428714752e+05,2.638862040071487427e+05,6.505058327956438065e+06,6.504942719747811556e+06,6.506446048708200455e+06,6.505732153709173203e+06,1.200000008940696716e+02,6.000000059604644775e+00,2.768328451810670110e+00
2.638346029727458954e+05,2.638879370539188385e+05,2.637279370187520981e+05,2.639599834649562836e+05,6.504864849303603172e+06,6.504714000000000000e+06,6.504714000000000000e+06,6.506614000000000000e+06,1.200000008940696716e+02,6.000000059604644775e+00,4.238168532736384719e+00
2.638266060202121735e+05,2.638652752845287323e+05,2.635241240708827972e+05,2.642996366231441498e+05,6.504734876113232225e+06,6.505905987371444702e+06,6.506448782308340073e+06,6.504718801263567060e+06,1.200000008940696716e+02,6.000000059604644775e+00,2.891072571106014344e+00
2.637493168680667877e+05,2.639810004084110260e+05,2.642739752321243286e+05,2.630099539211690426e+05,6.506127415211439133e+06,6.504714000000000000e+06,6.504996218280434608e+06,6.504899546591877937e+06,1.200000008940696716e+02,6.000000059604644775e+00,2.506631351945001640e+00
2.637018735377788544e+05,2.637565286098718643e+05,2.629426622266620398e+05,2.647240442960262299e+05,6.504950935383826494e+06,6.504727183944253251e+06,6.506541961969375610e+06,6.504995660982966423e+06,1.200000008940696716e+02,6.000000059604644775e+00,2.810078917594938996e+00
2.638203815250396729e+05,2.638422325460910797e+05,2.636822325109243393e+05,2.640912340967655182e+05,6.504872633560687304e+06,6.504714000000000000e+06,6.504714000000000000e+06,6.505729901076793671e+06,1.200000008940696716e+02,6.000000059604644775e+00,4.816736760057091615e+00
2.641022324829101562e+05,2.646298510580062866e+05,2.634796346096992493e+05,2.634205226300954819e+05,6.504771710819132626e+06,6.505254498363971710e+06,6.505135052025258541e+06,6.506005033434867859e+06,1.200000008940696716e+02,6.000000059604644775e+00,1.731354406276545355e+00
2.638373360066413879e+05,2.634295118688344955e+05,2.639176761953830719e+05,2.644539174227714539e+05,6.505298201481938362e+06,6.505481558747529984e+06,6.505144689641833305e+06,6.505768804766178131e+06,1.200000008940696716e+02,6.000000059604644775e+00,2.876255792414159629e+00
