# evaluation,mean,std
2.000000000000000000e+00 8.959590362596948632e-01 1.674782949265009868e-01
1.000000000000000000e+01 7.691370368228777066e-01 2.836266640912009640e-01
2.000000000000000000e+01 6.183886986815203546e-01 3.208750928059522778e-01
3.000000000000000000e+01 5.137085927503605154e-01 3.482871233816964285e-01
4.000000000000000000e+01 4.034202811313086223e-01 3.570910509246288944e-01
5.000000000000000000e+01 3.447373174476620061e-01 3.827005474314036371e-01
6.000000000000000000e+01 3.049257120540464494e-01 3.692438145493061596e-01
7.000000000000000000e+01 2.774852076892399544e-01 3.668773308363589836e-01
8.000000000000000000e+01 2.708298066413485916e-01 3.678314296527191440e-01
9.000000000000000000e+01 2.614322704945592490e-01 3.713127215293040573e-01
1.000000000000000000e+02 2.562693717218493261e-01 3.722086950227368463e-01
