# evaluation,mean,std
2.000000000000000000e+00 7.849540633674310097e-01 1.764456805327026256e-01
1.000000000000000000e+01 8.032994855188674288e-01 5.554456888555829863e-01
2.000000000000000000e+01 5.696516056465189548e-01 2.334585660411160335e-01
3.000000000000000000e+01 4.788139697660708793e-01 2.865179450552287066e-01
4.000000000000000000e+01 3.877670797002784053e-01 2.834310257347665285e-01
5.000000000000000000e+01 2.931252456975084741e-01 2.283906761300831256e-01
6.000000000000000000e+01 2.609247885853723803e-01 2.292057782200521143e-01
7.000000000000000000e+01 2.581792327270180931e-01 2.621409872512577843e-01
8.000000000000000000e+01 2.055899372786843537e-01 1.538219361167485200e-01
9.000000000000000000e+01 2.033713806421882098e-01 1.651155299945388233e-01
1.000000000000000000e+02 1.878522474477128945e-01 2.178799807053277970e-01
