# evaluation,mean,std
2.000000000000000000e+00 8.931125683991963937e-01 1.425225583182471167e-01
1.000000000000000000e+01 8.130270604389500111e-01 1.632263148226289762e-01
2.000000000000000000e+01 7.187025055351760061e-01 1.744558819510719783e-01
3.000000000000000000e+01 6.788168310797441096e-01 1.948112723663642798e-01
4.000000000000000000e+01 5.543969498010721253e-01 1.814900699405546103e-01
5.000000000000000000e+01 4.850735888878665025e-01 1.893742193081001668e-01
6.000000000000000000e+01 3.956020769949075144e-01 1.491899123796208426e-01
7.000000000000000000e+01 3.691877789145010524e-01 1.741829328409000566e-01
8.000000000000000000e+01 3.291543514183578600e-01 1.482026517095108298e-01
9.000000000000000000e+01 2.987227919704492640e-01 1.358708260662898348e-01
1.000000000000000000e+02 2.766918461578863342e-01 1.301904095522952165e-01
