# evaluation,mean,std
2.000000000000000000e+00 2.916043361319849758e+00 3.633069820515212323e-01
1.000000000000000000e+01 2.355054258161534797e+00 7.350383673914235860e-01
2.000000000000000000e+01 1.595013856472446978e+00 1.042537288806466567e+00
3.000000000000000000e+01 9.015238373515502834e-01 9.972617730773711830e-01
4.000000000000000000e+01 5.895249831701320220e-01 8.704560582951368364e-01
5.000000000000000000e+01 4.230421305485070338e-01 7.083621415655091402e-01
6.000000000000000000e+01 3.034849455617368852e-01 5.551887572876235133e-01
7.000000000000000000e+01 2.872643157256146162e-01 5.428570198120246104e-01
8.000000000000000000e+01 2.447554413477579793e-01 3.737865490981706618e-01
9.000000000000000000e+01 1.948141420682271141e-01 2.126635277089432285e-01
1.000000000000000000e+02 1.723903056780497489e-01 2.009084046454330530e-01
