# evaluation,mean,std
2.000000000000000000e+00 7.795237258751990250e-01 9.059879635176319723e-02
1.000000000000000000e+01 6.020401056311356358e-01 1.477783624165564524e-01
2.000000000000000000e+01 4.924606195424306998e-01 1.724452769794464491e-01
3.000000000000000000e+01 4.202180184515134642e-01 1.960133371485081599e-01
4.000000000000000000e+01 3.819819889656080880e-01 2.103257829888850183e-01
5.000000000000000000e+01 3.491491069029635796e-01 2.147091374264622210e-01
6.000000000000000000e+01 3.064656984237241200e-01 2.233282547719527555e-01
7.000000000000000000e+01 2.864801680196516487e-01 2.325497837076605512e-01
8.000000000000000000e+01 2.715018273278132499e-01 2.338658242962493861e-01
9.000000000000000000e+01 2.591627111726516608e-01 2.361829070201777181e-01
1.000000000000000000e+02 2.449396440948365117e-01 2.312486705047667179e-01
