# evaluation,mean,std
2.000000000000000000e+00 2.268112846908469482e+00 3.477632024039932768e-01
1.000000000000000000e+01 2.112140992606679646e+00 4.064426656948705863e-01
2.000000000000000000e+01 1.941229894638061726e+00 4.887951520607308198e-01
3.000000000000000000e+01 1.725929701829949980e+00 4.547032574855442988e-01
4.000000000000000000e+01 1.522011616925398991e+00 4.255869324121323571e-01
5.000000000000000000e+01 1.304085931440194468e+00 4.540799529970410697e-01
6.000000000000000000e+01 1.110270108222961349e+00 3.701488120286102745e-01
7.000000000000000000e+01 1.008415289282798888e+00 3.811950934920190770e-01
8.000000000000000000e+01 9.347487604618074375e-01 3.977003680777070338e-01
9.000000000000000000e+01 8.142393638292948488e-01 3.869641982829294946e-01
1.000000000000000000e+02 7.661472067038218592e-01 3.826759652684353363e-01
