# evaluation,mean,std
2.000000000000000000e+00 2.368891883688048150e+00 5.722763336077970608e-01
1.000000000000000000e+01 2.105805389861887367e+00 6.564606721573674752e-01
2.000000000000000000e+01 1.711156491587714878e+00 9.040953770850541638e-01
3.000000000000000000e+01 1.303915294957657789e+00 9.720020298907827705e-01
4.000000000000000000e+01 1.048943440876901168e+00 9.400613471024901191e-01
5.000000000000000000e+01 7.955928643817703483e-01 8.248225706721163952e-01
6.000000000000000000e+01 6.023112546404203460e-01 7.589337354663541202e-01
7.000000000000000000e+01 5.185920394361018815e-01 7.298692445669481277e-01
8.000000000000000000e+01 4.011517361551523719e-01 5.998772903393907452e-01
9.000000000000000000e+01 3.364575895840922759e-01 5.205501426090364259e-01
1.000000000000000000e+02 2.720240882560611140e-01 4.908779074352276894e-01
